plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
8899, 5173, 85.416, -2.12, 610, 1, 1, 0, 57680,
8900, 5174, 81.5, 1.0, 100, 1, 1, 0, 57648,
8901, 5174, 81.5, 1.0, 200, 2, 1, 0, 57649,57650,
8902, 5174, 81.5, 1.0, 300, 2, 1, 0, 57652,57653,
8903, 5174, 81.5, 1.0, 400, 1, 1, 0, 57675,
8904, 5175, 82.0, 3.0, 110, 1, 1, 0, 57676,
8905, 5175, 82.0, 3.0, 210, 1, 1, 0, 57410,
8906, 5175, 82.0, 3.0, 310, 2, 1, 0, 57411,57412,
8907, 5176, 102.7, -4.45, 100, 27, 12, 0, 57434,57439,57440,57463,57678,57706,57732,57734,57735,57760,57789,57819,57822,57823,58417,58449,58477,58497,58499,58503,58504,
8908, 5177, 92.6163, -6.3748, 100, 3, 3, 0, 57439,57679,57685,
8909, 5177, 92.6163, -6.3748, 200, 3, 3, 0, 57440,57706,57711,
8911, 5179, 143.9769, 55.5453, 111, 6, 6, 0, 57435,57444,57467,57472,57493,57498,
8912, 5180, 208.8178, 33.0428, 111, 6, 3, 0, 57495,57499,57857,
8913, 5181, 199.5719, 71.9752, 111, 6, 6, 0, 57445,57448,57463,57475,57493,57496,
8914, 5182, 225.406, 21.8472, 111, 6, 6, 0, 57417,57440,57444,57449,57473,57476,
8915, 5182, 225.406, 21.8472, 211, 6, 6, 0, 57476,57497,57498,57524,57529,57531,
8916, 5183, 191.3922, -2.8383, 111, 3, 3, 0, 57438,57446,57469,
8917, 5183, 191.3922, -2.8383, 211, 3, 3, 0, 57473,
8918, 5122, 192.0836, 12.146, 321, 6, 6, 0, 57449,57465,57468,57472,57475,57492,
8920, 5184, 243.6284, 51.5538, 111, 6, 6, 0, 57438,57446,57448,57450,57466,57469,
8921, 5185, 163.25, -3.0667, 111, 6, 6, 0, 57434,57438,57444,57447,57462,57466,
8922, 5185, 163.25, -3.0667, 211, 6, 6, 0, 57435,57440,57445,57467,57471,57474,
8923, 5068, 222.5, -7.1, 322, 7, 6, 0, 57463,57499,57504,57823,57826,57830,58567,
8924, 5127, 126.5, 0.1666, 321, 6, 6, 0, 57434,57440,57443,57462,57465,57468,
8925, 5127, 126.5, 0.1666, 421, 6, 6, 0, 57435,57444,57463,57466,57469,57472,
8926, 5116, 138.75, 22.3166, 321, 6, 6, 0, 57436,57764,57819,57823,57826,58060,
8927, 5116, 138.75, 22.3166, 421, 5, 6, 0, 58059,58063,58180,58447,58526,
8928, 5178, 165.8775, 11.0929, 111, 3, 3, 0, 57434,57438,57464,
8929, 5183, 191.3922, -2.8383, 211, 3, 3, 0, 57447,57450,
8930, 5109, 177.0831, 1.2264, 421, 3, 3, 0, 57445,57448,57471,
8931, 2305, 193.806167603, 27.9471683502, 100, 1, 1, 0, 57506,
8932, 2309, 195.461151123, 26.9641628265, 100, 3, 1, 0, 57762,57788,57789,
8933, 2310, 195.038726807, 27.6461658478, 100, 4, 1, 0, 57508,57509,57533,57534,
8934, 2311, 195.424530029, 27.7715930939, 100, 2, 1, 0, 57459,57460,
8935, 2312, 195.772994995, 28.0798358917, 100, 3, 1, 0, 57809,57811,57813,
8936, 2314, 116.950958252, 31.087097168, 100, 3, 1, 0, 57692,57693,57715,
8937, 2316, 118.640464783, 29.4693088531, 100, 3, 1, 0, 57716,57717,57722,
8938, 2317, 120.899726868, 30.294511795, 100, 4, 1, 0, 57692,57693,57722,57723,
8939, 2318, 125.559379578, 24.1807003021, 100, 3, 1, 0, 57484,57485,57488,
8940, 2319, 121.202980042, 25.7462234497, 100, 11, 1, 0, 57724,57726,57727,57728,57732,58839,58840,58841,58844,58848,58849,
8941, 2320, 121.620582581, 27.2135829926, 100, 2, 1, 0, 57715,57716,
8942, 2321, 124.261917114, 27.6584758759, 100, 7, 1, 0, 57476,57481,58867,58868,58872,58875,58877,
8943, 2322, 156.680938721, 35.8188781738, 100, 2, 1, 0, 57481,57482,
8944, 2323, 149.330444336, 34.4912910461, 100, 2, 1, 0, 57749,57756,
8945, 2324, 173.277130127, 47.0574111938, 100, 3, 1, 0, 57490,57503,57504,
8946, 2325, 170.130828857, 47.5217819214, 100, 2, 1, 0, 57483,57484,
8947, 2326, 170.594619751, 49.84582901, 100, 2, 1, 0, 57485,57488,
8948, 2327, 167.072143555, 49.868396759, 100, 2, 1, 0, 57481,57483,
8949, 2306, 195.222900391, 27.3526935577, 100, 2, 1, 0, 57452,57458,
8950, 2307, 193.818634033, 26.8252849579, 100, 1, 1, 0, 57505,
8951, 2308, 194.609573364, 26.8538303375, 100, 2, 1, 0, 57548,58251,
8952, 2313, 205.390686035, 27.3001842499, 100, 1, 1, 0, 57454,
8959, 5123, 159.5217, 24.6866, 421, 6, 6, 0, 57473,57498,57852,58068,58091,58097,
8960, 5185, 163.25, -3.0667, 321, 8, 6, 0, 57734,57737,57792,57795,57827,57850,58119,58123,
8961, 5185, 163.25, -3.0667, 421, 6, 6, 0, 57735,57738,57794,57828,58120,58146,
8962, 5069, 217.25, 57.5166, 211, 6, 6, 0, 57464,57468,57471,57474,57492,57495,
8963, 5069, 217.25, 57.5166, 321, 6, 6, 0, 57465,57469,57472,57475,57496,57499,
8964, 5069, 217.25, 57.5166, 421, 7, 6, 0, 57466,57473,57476,57497,57498,57502,57505,
8965, 5122, 192.0836, 12.146, 421, 7, 6, 0, 57473,57496,57499,57504,57530,57533,57534,
8966, 5184, 243.6284, 51.5538, 211, 7, 6, 0, 57469,57472,57475,57480,57500,57503,57560,
8967, 5184, 243.6284, 51.5538, 321, 6, 6, 0, 57471,57474,57504,57507,57521,57528,
8968, 5068, 222.5, -7.1, 432, 6, 6, 0, 57465,57503,57506,57534,57557,57559,
8969, 5125, 242.8204, 23.5698, 321, 6, 6, 0, 57468,57474,57500,57506,57524,57530,
8970, 5125, 242.8204, 23.5698, 421, 6, 6, 0, 57476,57532,57535,57552,57555,57558,
8971, 5070, 272.6165, 6.3748, 210, 3, 3, 0, 57826,57832,57852,
8972, 5115, 131.5, 11.8833, 322, 3, 3, 0, 57463,57468,57492,
8973, 5115, 131.5, 11.8833, 422, 3, 3, 0, 57464,57469,57496,
8974, 5115, 131.5, 11.8833, 532, 3, 3, 0, 57472,57496,57499,
8975, 5115, 131.5, 11.8833, 632, 3, 3, 0, 57473,57497,57500,
8977, 2328, 117.469512939, 33.4551887512, 100, 2, 1, 0, 57723,57724,
8978, 2329, 249.683639526, 42.072101593, 100, 2, 1, 0, 57463,57465,
8979, 2330, 243.01512146, 41.7699775696, 100, 1, 1, 0, 57464,
8980, 2331, 224.842468262, 42.2214508057, 100, 1, 1, 0, 57492,
8981, 2332, 186.426528931, 36.8654632568, 100, 3, 1, 0, 58112,58113,58114,
8982, 2333, 202.530700684, 26.6809902191, 100, 4, 1, 0, 57536,57537,57538,57544,
8983, 2334, 205.250778198, 25.9200973511, 100, 2, 1, 0, 57811,57814,
8984, 2335, 203.033981323, 28.0337028503, 100, 3, 1, 0, 57813,57814,57817,
8985, 2336, 205.234191895, 31.8885917664, 100, 2, 1, 0, 57860,57861,
8986, 2337, 120.01713562, 28.236536026, 100, 4, 1, 0, 58072,58073,58074,58077,
8987, 2338, 136.572311401, 27.8193492889, 100, 1, 1, 0, 57475,
8988, 2340, 186.565948486, 39.9977798462, 100, 3, 1, 0, 58114,58115,58116,
8989, 2341, 176.546600342, 50.4488487244, 100, 4, 1, 0, 57789,57791,57805,57806,
8990, 2342, 173.449768066, 49.1407394409, 100, 3, 1, 0, 57857,57858,57859,
8991, 2343, 176.375686646, 52.3515930176, 100, 2, 1, 0, 57806,57807,
8992, 2344, 173.342880249, 51.1486816406, 100, 3, 1, 0, 57758,57760,57761,
8993, 2345, 164.854537964, 45.863079071, 100, 3, 1, 0, 57746,57748,57749,
8994, 2346, 160.837265015, 50.6198692322, 100, 1, 1, 0, 58102,
8995, 2347, 176.264007568, 54.1734962463, 100, 2, 1, 0, 57761,57788,
8996, 2348, 173.334457397, 52.8318138123, 100, 1, 1, 0, 57833,
8997, 2349, 171.019195557, 51.6410522461, 100, 2, 1, 0, 57756,57758,
8998, 2350, 164.362426758, 48.0123138428, 100, 2, 1, 0, 58104,58107,
8999, 2351, 164.394805908, 50.0350990295, 100, 2, 1, 0, 57830,57832,
9000, 2352, 170.979431152, 53.2427177429, 100, 2, 1, 0, 57839,57846,
9001, 2353, 167.308273315, 51.746509552, 100, 4, 1, 0, 58108,58110,58111,58112,
9002, 2354, 223.597625732, 31.4636135101, 100, 2, 1, 0, 57520,57521,
9004, 5187, 284.8065, 17.0163, 110, 3, 3, 0, 57532,57535,57559,
9005, 5186, 217.993, 50.2091, 111, 3, 6, 0, 57498,57524,57528,
9006, 5186, 217.993, 50.2091, 211, 6, 6, 0, 57499,57522,57529,57532,57553,57556,
9007, 5188, 260.3, 57.8, 111, 7, 6, 0, 57495,57500,57506,57524,57529,57532,58244,
9008, 5188, 260.3, 57.8, 211, 9, 6, 0, 57527,57530,57534,57537,57552,57558,57886,57889,57892,
9009, 5093, 251.809, -1.949, 310, 2, 1, 0, 57502,57503,
9010, 5182, 225.406, 21.8472, 421, 6, 6, 0, 57857,57878,
9011, 5184, 243.6284, 51.5538, 421, 6, 6, 0, 57502,57522,57530,57533,57536,57555,
9012, 5181, 199.5719, 71.9752, 211, 6, 6, 0, 57497,57500,57503,57522,57528,57529,
9013, 5183, 191.3922, -2.8383, 321, 7, 6, 0, 57493,57495,57500,57503,57521,57524,57529,
9014, 5183, 191.3922, -2.8383, 421, 7, 6, 0, 57496,57502,57522,57530,57764,57792,57793,
9015, 5068, 222.5, -7.1, 532, 6, 6, 0, 57505,57558,57823,57825,57830,57848,
9016, 5092, 229.225, 1.065, 741, 4, 3, 0, 58510,58532,58536,58539,
9017, 5092, 229.225, 1.065, 841, 3, 3, 0, 57495,57498,57521,
9018, 5165, 178.6976, 19.6108, 321, 6, 6, 0, 57500,57521,57528,57531,57737,57764,
9019, 5165, 178.6976, 19.6108, 421, 7, 6, 0, 57502,57532,57766,57800,57829,57832,57850,
9021, 5004, 295.6957, 49.9017, 300, 2, 1, 0, 57504,57505,
9022, 5009, 297.4999, 47.3985, 200, 1, 1, 0, 57528,
9023, 5009, 297.4999, 47.3985, 300, 2, 1, 0, 57529,57530,
9024, 2355, 222.873840332, 33.7845153809, 100, 5, 1, 0, 57833,57834,57837,57838,57839,
9025, 2356, 245.974365234, 29.0611457825, 100, 3, 1, 0, 57569,57570,57572,
9026, 2357, 249.61491394, 44.2072906494, 100, 5, 1, 0, 57511,57512,57513,57514,57515,
9027, 2358, 245.554229736, 31.6657066345, 100, 7, 1, 0, 57518,57519,57520,57521,57522,57524,57538,
9028, 2359, 243.747833252, 29.7413539886, 100, 3, 1, 0, 57574,57575,57576,
9029, 2360, 247.518753052, 42.4255561829, 100, 2, 1, 0, 57510,57511,
9030, 2361, 242.269042969, 30.2753067017, 100, 2, 1, 0, 58287,58288,
9031, 2362, 240.886032104, 44.6807556152, 100, 1, 1, 0, 57516,
9032, 2363, 240.771377563, 31.0260276794, 100, 2, 1, 0, 58281,58282,
9033, 2364, 222.849395752, 46.6006889343, 100, 4, 1, 0, 57814,57815,57816,57817,
9034, 2365, 226.336044312, 46.4727630615, 100, 2, 1, 0, 57848,57849,
9035, 2366, 236.244567871, 44.687046051, 100, 4, 1, 0, 57548,57550,57568,57569,
9036, 2367, 239.384719849, 43.52602005, 100, 5, 1, 0, 57537,57538,57543,57544,57552,
9037, 2368, 234.452209473, 43.3856163025, 100, 1, 1, 0, 57863,
9038, 2369, 237.548355103, 42.3915367126, 100, 3, 1, 0, 57864,57865,57867,
9039, 2370, 229.354705811, 33.3524665833, 100, 2, 1, 0, 57536,57537,
9040, 2371, 244.141082764, 27.4339771271, 100, 2, 1, 0, 58249,58250,
9041, 2372, 235.861480713, 29.6614456177, 100, 3, 1, 0, 57518,57521,57522,
9042, 2373, 233.654312134, 28.0875053406, 100, 2, 1, 0, 57511,57512,
9043, 2374, 231.03137207, 28.6185340881, 100, 2, 1, 0, 57921,57922,
9044, 2375, 230.375030518, 30.5165481567, 100, 2, 1, 0, 57861,57862,
9045, 2376, 227.312011719, 31.1863555908, 100, 2, 1, 0, 57900,57901,
9046, 2377, 244.676956177, 25.5707912445, 100, 4, 1, 0, 58226,58227,58230,58231,
9047, 2378, 246.628067017, 26.6450233459, 100, 2, 1, 0, 57573,57574,
9048, 2379, 245.08291626, 24.4216804504, 100, 4, 1, 0, 57867,57870,57874,57875,
9049, 2380, 247.002563477, 25.265789032, 100, 2, 1, 0, 57512,57513,
9050, 2381, 245.408050537, 22.8313541412, 100, 5, 1, 0, 57580,57805,57806,57807,57811,
9063, 5186, 217.993, 50.2091, 321, 8, 6, 0, 57734,57770,57792,57793,57796,57801,58097,58118,
9064, 5178, 165.8775, 11.0929, 211, 6, 3, 0, 57790,57794,57820,
9065, 5178, 165.8775, 11.0929, 321, 7, 3, 0, 57791,57795,57827,57830,
9066, 5182, 225.406, 21.8472, 321, 6, 6, 0, 57552,57554,57556,57559,57560,57764,
9067, 5181, 199.5719, 71.9752, 321, 6, 6, 0, 57770,57795,57801,57819,57820,57824,
9068, 5181, 199.5719, 71.9752, 421, 6, 6, 0, 57820,57827,57831,57848,57851,57854,
9069, 5199, 11.8325, 85.251, 100, 15, 11, 0, 57822,58150,
9070, 5200, 230.1333, 2.0889, 100, 1, 1, 0, 57551,
9071, 5188, 260.3, 57.8, 321, 8, 6, 0, 57553,57555,57558,57560,57795,57821,57862,57916,
9072, 5188, 260.3, 57.8, 421, 7, 6, 0, 57554,57557,57559,57822,57825,57827,57830,
9073, 5201, 281.9, -25.3, 110, 1, 1, 0, 57554,
9074, 5201, 281.9, -25.3, 210, 2, 1, 0, 57557,57558,
9075, 5201, 281.9, -25.3, 310, 2, 1, 0, 57559,57859,
9079, 5012, 287.3999, 42.884, 200, 1, 1, 0, 57553,
9080, 5014, 299.6499, 44.8714, 200, 3, 1, 0, 57549,57550,57551,
9081, 5067, 11.86667, 85.305, 200, 14, 1, 0, 59147,
9082, 5067, 11.86667, 85.305, 200, 14, 1, 0, 57789,
9083, 5067, 11.86667, 85.305, 200, 14, 1, 0, 57887,
9084, 5067, 11.86667, 85.305, 200, 14, 1, 0, 57556,
9085, 2382, 259.732452393, 27.8200969696, 100, 4, 1, 0, 57551,57552,
9086, 2383, 242.989517212, 24.6965141296, 100, 3, 1, 0, 58257,
9087, 2384, 241.153091431, 23.1622028351, 100, 4, 1, 0, 58274,58277,
9088, 2385, 242.618606567, 26.1058139801, 100, 4, 1, 0, 57876,57877,
9089, 2386, 241.187774658, 24.8469390869, 100, 5, 1, 0, 58281,
9090, 2387, 242.285430908, 28.0948429108, 100, 5, 1, 0, 58288,
9091, 2388, 240.971542358, 26.620634079, 100, 6, 1, 0, 58251,58252,
9092, 2389, 239.544265747, 25.2361984253, 100, 6, 1, 0, 58280,58281,
9093, 2390, 240.945510864, 28.4974479675, 100, 11, 1, 0, 58602,58604,58605,58607,58608,58609,
9094, 2391, 239.321853638, 26.9706439972, 100, 9, 1, 0, 58225,58226,
9095, 2392, 243.097213745, 23.1246109009, 100, 7, 1, 0, 57874,57875,
9096, 5203, 280.14704, -5.2774, 100, 2, 1, 0, 57555,57556,
9097, 5202, 290.1, -28.7, 110, 5, 1, 0, 57867,57875,57877,57879,57881,
9098, 5202, 290.1, -28.7, 210, 2, 1, 0, 57887,57890,
9099, 5202, 290.1, -28.7, 310, 1, 1, 0, 57920,
9110, 5190, 284.6302, -9.7765, 110, 2, 3, 0, 57649,57890,
9111, 5190, 284.6302, -9.7765, 210, 3, 3, 0, 57650,57884,57892,
9112, 5189, 273.8823, -4.2713, 110, 3, 3, 0, 57851,57854,57880,
9113, 5189, 273.8823, -4.2713, 210, 4, 3, 0, 57852,57853,57881,57884,
9114, 5189, 273.8823, -4.2713, 320, 4, 3, 0, 57888,57891,57914,57919,
9115, 5189, 273.8823, -4.2713, 420, 3, 3, 0, 57889,57915,57922,
9116, 5191, 288.6869, -1.7859, 110, 3, 3, 0, 57650,57673,57676,
9117, 5191, 288.6869, -1.7859, 210, 6, 3, 0, 57674,57675,57896,57897,57902,57909,
9118, 5204, 298.80339, 28.1979, 100, 1, 1, 0, 57679,
9119, 5205, 321.869, 7.0502, 100, 3, 3, 0, 57677,57921,58270,
9120, 5156, 277.9979, 3.6788, 210, 3, 3, 0, 57881,57916,57919,
9121, 5059, 294.0431, -4.5068, 210, 3, 3, 0, 57917,57921,58030,
9122, 5035, 285.943, 32.9599, 210, 3, 3, 0, 57850,57853,57884,
9123, 5134, 319.5814, 32.1493, 210, 8, 3, 0, 57942,58061,58245,58250,58251,58252,58253,58254,
9124, 5152, 315.1348, 55.3166, 210, 3, 3, 0, 57649,57652,57676,
9125, 5131, 240.4999, 6.1666, 421, 6, 6, 0, 57856,57859,57891,
9126, 5147, 291.7, 0.92, 310, 4, 1, 0, 57864,57865,57894,57895,
9127, 5013, 284.2792, 41.1869, 200, 1, 1, 0, 57643,
9128, 5014, 299.6499, 44.8714, 300, 1, 1, 0, 57645,
9129, 5015, 296.1292, 43.5167, 200, 2, 1, 0, 57645,57648,
9130, 5015, 296.1292, 43.5167, 300, 1, 1, 0, 57649,
9131, 5019, 297.9375, 40.9965, 200, 1, 1, 0, 57648,
9132, 5021, 291.5541, 38.1605, 310, 1, 1, 0, 57645,
9133, 5021, 291.5541, 38.1605, 410, 5, 1, 0, 57843,57845,57846,57848,57856,
9134, 5021, 291.5541, 38.1605, 510, 1, 1, 0, 57648,
9135, 5067, 11.86667, 85.305, 200, 14, 1, 0, 58295,
9181, 2382, 119.185348511, 37.8789520264, 100, 4, 1, 0, 57687,57688,
9182, 2383, 119.800369263, 40.011390686, 100, 3, 1, 0, 57690,57691,
9183, 2384, 121.546447754, 38.5530700684, 100, 4, 1, 0, 57727,57728,
9184, 2385, 119.343971252, 31.8443927765, 100, 4, 1, 0, 57784,57785,
9185, 2386, 257.254852295, 33.6953544617, 100, 5, 1, 0, 57875,57878,57879,57896,
9186, 2387, 259.244598389, 30.3690929413, 100, 5, 1, 0, 57932,57933,57934,58007,
9187, 2388, 311.572211914, -6.01996235627, 100, 6, 1, 0, 58643,58645,58646,58647,
9188, 2389, 49.0722119141, -7.27927197354, 100, 6, 1, 0, 58045,58047,58048,58049,
9189, 2390, 51.8722119141, -6.86974472225, 100, 11, 1, 0, 58050,58051,58052,58070,58071,
9190, 2391, 53.0622119141, -6.70229737022, 100, 9, 1, 0, 58018,58020,58022,58028,58041,58042,58043,
9191, 2392, 312.25307, -0.0, 100, 7, 1, 0, 58638,58639,58640,58641,58642,
9192, 2393, 45.11307, 3.55939123476e-10, 100, 5, 1, 0, 57785,57786,57787,58014,58015,
9193, 2394, 45.76307, -9.10544536958e-10, 100, 7, 1, 0, 57691,57692,57693,57776,57778,57779,57780,
9194, 2395, 46.32307, 4.7732005368e-09, 100, 4, 1, 0, 57779,57780,57782,57783,
9195, 2396, 28.8144970703, 13.6860276443, 100, 2, 1, 0, 57659,57662,
9196, 2397, 261.300567627, 53.9029769897, 100, 2, 1, 0, 57897,57898,
9243, 5218, 1.6241, 0.8556, 100, 4, 3, 0, 57654,57674,57677,58033,
9244, 5215, 35.763908, 57.73485, 100, 11, 3, 0, 57681,57734,57762,57765,58007,58010,58039,58056,58061,58064,58084,
9245, 5216, 37.1726, 61.4056, 100, 2, 1, 0, 57710,57764,
9246, 5216, 37.1726, 61.4056, 200, 1, 1, 0, 57650,
9247, 5216, 37.1726, 61.4056, 300, 1, 1, 0, 57677,
9248, 5216, 37.1726, 61.4056, 400, 1, 1, 0, 57762,
9249, 5216, 37.1726, 61.4056, 500, 2, 1, 0, 57766,58008,
9250, 5216, 37.1726, 61.4056, 600, 1, 1, 0, 58037,
9251, 5217, 43.37, 60.8982, 100, 1, 1, 0, 58007,
9252, 5217, 43.37, 60.8982, 200, 1, 1, 0, 58008,
9253, 5217, 43.37, 60.8982, 300, 1, 1, 0, 58009,
9255, 5217, 43.37, 60.8982, 500, 1, 1, 0, 58029,
9256, 5217, 43.37, 60.8982, 600, 1, 1, 0, 58039,
9257, 5220, 55.45, 24.7, 100, 3, 3, 0, 57684,57764,58037,
9258, 5221, 64.75, 27.65, 100, 6, 3, 0, 57682,58007,58009,58010,58036,58039,
9259, 5222, 68.48, 23.65, 100, 3, 3, 0, 57683,57712,58010,
9260, 5219, 353.8745, 40.0878, 100, 3, 3, 0, 57645,57648,57651,
9261, 5153, 328.3787, 46.634, 210, 3, 3, 0, 57653,57676,57680,
9262, 5074, 335.6848, 66.7601, 210, 3, 3, 0, 57648,57651,57675,
9263, 5041, 313.497, 63.7074, 320, 3, 3, 0, 57673,57676,57707,
9264, 5199, 11.8325, 85.251, 100, 15, 11, 0, 57643,57645,57672,57709,58009,58054,59059,59159,
9287, 5223, 67.0, 25.9, 100, 3, 3, 0, 57710,57737,57761,
9288, 5224, 69.45, 24.75, 100, 3, 3, 0, 57711,57738,57765,
9289, 5225, 7.8237, 54.757, 100, 25, 22, 0, 58006,58028,58054,58061,58382,58414,58437,58467,58764,58791,59058,59066,
9290, 5226, 53.4486, 46.1645, 100, 23, 22, 0, 57706,57732,57734,57735,57760,57788,57789,58006,58032,58054,58063,58068,58085,58087,58114,58143,58417,58451,58476,58496,
9291, 5227, 25.149, 31.7171, 100, 3, 3, 0, 57712,57735,57738,
9292, 5195, 322.8131, 59.6351, 110, 3, 3, 0, 57706,57733,57736,
9293, 5004, 295.6957, 49.9017, 100, 19, 18, 0, 58028,58053,
9294, 5192, 295.7406, 11.3801, 110, 3, 3, 0, 57903,57908,57940,
9295, 5187, 284.8065, 17.0163, 210, 3, 3, 0, 57905,57914,57941,
9296, 5041, 313.497, 63.7074, 420, 3, 3, 0, 59005,59008,59033,
9297, 5153, 328.3787, 46.634, 320, 4, 3, 0, 57735,57738,58007,58029,
9298, 5152, 315.1348, 55.3166, 320, 7, 3, 0, 57899,57900,57927,57940,58054,58057,58060,
9299, 5152, 315.1348, 55.3166, 420, 3, 3, 0, 57923,58059,58063,
9300, 5141, 333.426, 41.8427, 210, 3, 3, 0, 57919,57922,58029,
9301, 5040, 340.2536, 44.9861, 320, 3, 3, 0, 57682,57707,57732,
9302, 5040, 340.2536, 44.9861, 420, 3, 3, 0, 57708,58008,58033,
9303, 5095, 349.8753, 52.3671, 210, 3, 3, 0, 57681,57706,58008,
9304, 5010, 294.1249, 46.0047, 400, 1, 1, 0, 57708,
9305, 5110, 322.493, 12.1671, 421, 3, 3, 0, 57919,57922,58055,
9306, 5193, 292.2576, 30.2936, 110, 3, 3, 0, 57860,57880,57891,
9307, 5193, 292.2576, 30.2936, 210, 3, 3, 0, 57862,57915,57918,
9466, 5196, 335.6682, 50.1296, 110, 3, 3, 0, 57708,57734,57737,
9467, 5166, 103.3465, -0.9506, 200, 3, 3, 0, 57682,57707,57710,
9468, 5240, 84.1, -2.2, 110, 2, 1, 0, 57794,57795,
9469, 5240, 84.1, -2.2, 210, 2, 1, 0, 58033,58037,
9470, 5240, 84.1, -2.2, 310, 1, 1, 0, 58038,
9471, 5241, 84.0, 0.7, 100, 1, 1, 0, 57683,
9472, 5241, 84.0, 0.7, 200, 1, 1, 0, 57684,
9473, 5241, 84.0, 0.7, 300, 1, 1, 0, 57707,
9474, 5241, 84.0, 0.7, 400, 1, 1, 0, 57708,
9475, 5242, 82.5, -1.5, 110, 2, 1, 0, 57732,57734,
9476, 5242, 82.5, -1.5, 210, 1, 1, 0, 57764,
9477, 5242, 82.5, -1.5, 310, 1, 1, 0, 57796,
9478, 5243, 80.7, -1.8, 110, 1, 1, 0, 57708,
9479, 5243, 80.7, -1.8, 210, 1, 1, 0, 57713,
9480, 5243, 80.7, -1.8, 310, 1, 1, 0, 58384,
9481, 5244, 84.1001, -5.1003, 110, 5, 5, 0, 58391,58417,58420,58424,58441,
9482, 5245, 86.6, 8.99, 110, 1, 1, 0, 57685,
9483, 5226, 53.4486, 46.1645, 100, 23, 22, 0, 58382,58437,59080,
9484, 2398, 120.013656616, 34.2393188477, 100, 5, 1, 0, 58047,58052,58539,58540,58541,
9485, 2399, 120.807998657, 36.7461547852, 100, 3, 1, 0, 57776,57779,57780,
9486, 2400, 122.09538269, 40.5269699097, 100, 1, 1, 0, 57785,
9487, 2401, 123.410003662, 45.4919204712, 100, 2, 1, 0, 57787,57828,
9488, 2402, 126.540077209, 20.7220897675, 100, 1, 1, 0, 57837,
9489, 2403, 124.673027039, 20.5542011261, 100, 1, 1, 0, 58103,
9490, 2404, 122.0990448, 19.9374656677, 100, 2, 1, 0, 57722,57723,
9491, 2405, 119.576156616, 19.3794555664, 100, 1, 1, 0, 57782,
9492, 2406, 117.330879211, 18.7473258972, 100, 1, 1, 0, 57783,
9493, 2407, 129.559051514, 22.9713783264, 100, 2, 1, 0, 57834,57835,
9494, 2408, 127.106376648, 22.5940055847, 100, 1, 1, 0, 57829,
9495, 2409, 122.76374054, 22.0328712463, 100, 2, 1, 0, 58099,58100,
9496, 2410, 120.382606506, 21.5510749817, 100, 1, 1, 0, 58082,
9497, 2411, 117.836837769, 20.793548584, 100, 1, 1, 0, 57786,
9498, 2412, 118.538467407, 23.2296466827, 100, 4, 1, 0, 58044,58046,58048,58049,
9499, 2413, 119.270614624, 25.4162197113, 100, 1, 1, 0, 58081,
9500, 2414, 132.725296021, 25.1438407898, 100, 1, 1, 0, 57831,
9501, 2415, 130.059616089, 24.9431800842, 100, 2, 1, 0, 57758,57760,
9502, 2416, 128.075958252, 24.5559101105, 100, 2, 1, 0, 57838,57839,
9503, 2417, 120.880401611, 23.9156017303, 100, 1, 1, 0, 58079,
9504, 2418, 122.548187256, 28.9833316803, 100, 4, 1, 0, 57862,57863,58051,58071,
9505, 2419, 138.926208496, 28.1384277344, 100, 4, 1, 0, 57788,57789,57806,57807,
9506, 2420, 133.800643921, 27.2129459381, 100, 1, 1, 0, 57746,
9507, 2421, 128.877822876, 26.2650623322, 100, 1, 1, 0, 57830,
9508, 2422, 126.14364624, 26.0556755066, 100, 2, 1, 0, 57833,57834,
9509, 2423, 123.503608704, 25.8833026886, 100, 2, 1, 0, 57748,57749,
9510, 2424, 126.954071045, 28.1532592773, 100, 2, 1, 0, 57860,57861,
9511, 2425, 129.89465332, 3.64156675339, 100, 6, 1, 0, 57840,58079,58080,58081,58082,58083,
9512, 2426, 139.023086548, 1.13174831867, 100, 2, 1, 0, 57843,57846,
9513, 2427, 29.9444970703, 13.5653728553, 100, 1, 1, 0, 58015,
9514, 2428, 32.5617904663, 13.2934484482, 100, 3, 1, 0, 58020,58021,58022,
9515, 5246, 116.1864, 66.1095, 111, 7, 6, 0, 57735,57738,57742,57760,57766,57789,57793,
9516, 5247, 159.8832, 39.5545, 111, 6, 6, 0, 57708,57762,57794,57823,57825,58091,
9517, 5248, 78.9003, 24.5612, 100, 14, 11, 0, 57705,57732,57733,57734,57760,58033,58058,58086,59155,
9518, 5225, 7.8237, 54.757, 100, 25, 22, 0, 57706,57729,57761,58054,58058,58059,58063,58083,58086,58087,58114,58499,58731,
9519, 5199, 11.8325, 85.251, 100, 15, 11, 0, 57736,57760,58028,58083,58121,
9529, 5197, 110.4692, 2.6958, 100, 3, 3, 0, 57707,57711,57735,
9530, 5197, 110.4692, 2.6958, 200, 3, 3, 0, 57708,57712,57737,
9531, 5198, 114.0429, 4.5068, 100, 4, 3, 0, 57706,57712,57733,57737,
9532, 5198, 114.0429, 4.5068, 200, 3, 3, 0, 57742,57761,57790,
9533, 5249, 83.5496, -5.2996, 100, 6, 5, 0, 57737,57762,57794,58058,58060,58063,
9534, 5250, 142.2501, 47.8666, 111, 6, 3, 0, 57762,57765,
