plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
11136, 5803, 239.895, -25.5482, 100, 2, 1, 0, 58572,58914,
11137, 5804, 239.933, -19.7823, 100, 2, 1, 0, 58615,58617,
11138, 5805, 243.544, -28.214, 100, 1, 1, 0, 58915,
11140, 5807, 249.891, -27.889, 100, 1, 1, 0, 58300,
11142, 5809, 252.465, -24.5195, 100, 2, 1, 0, 58628,59031,
11143, 5810, 243.326, -22.6411, 100, 1, 1, 0, 59009,
11144, 5811, 249.244, -22.1994, 100, 1, 1, 0, 58646,
11146, 5813, 248.902, -19.1953, 100, 2, 1, 0, 58571,58588,
11150, 5817, 318.0044, 48.3296, 100, 1, 6, 0, 59072,
11151, 5188, 260.3, 57.8, 532, 5, 3, 0, 58300,58588,58592,58595,58598,
11152, 5188, 260.3, 57.8, 632, 4, 3, 0, 58301,58589,58594,58597,
11153, 5188, 260.3, 57.8, 742, 3, 3, 0, 58600,58625,58628,
11154, 5188, 260.3, 57.8, 842, 3, 3, 0, 58650,58658,58731,
11156, 5523, 11.25066, -73.22922, 100, 12, 12, 0, 58412,58415,58657,58660,58677,58681,58684,
11157, 5521, 5.07043, -77.22261, 100, 13, 12, 0, 58384,58419,58655,
11158, 5802, 355.67726, -10.15783, 110, 7, 6, 0, 58411,58674,58675,58773,58797,58802,58805,
11161, 5529, 14.38745, -71.09453, 211, 6, 3, 0, 58383,58644,
11166, 5860, 80.05918, -65.69253, 100, 2, 1, 0, 58438,58502,
11167, 5861, 74.70726, -66.72936, 100, 1, 1, 0, 58468,
11168, 5862, 77.74816, -66.87526, 100, 1, 1, 0, 58468,
11169, 5863, 81.89251, -66.89161, 100, 1, 1, 0, 58438,
11170, 5864, 84.14499, -67.51851, 100, 1, 1, 0, 58438,
11171, 5865, 76.27908, -68.35727, 100, 1, 1, 0, 58438,
11172, 5866, 79.95736, -68.12268, 100, 1, 1, 0, 58468,
11174, 5868, 81.87041, -69.36878, 100, 1, 1, 0, 58413,
11175, 5869, 83.11923, -69.21843, 100, 1, 1, 0, 59234,
11176, 5870, 72.44264, -69.22454, 100, 1, 1, 0, 58438,
11177, 5871, 77.69808, -69.75111, 100, 1, 1, 0, 58468,
11178, 5872, 74.01594, -70.61404, 100, 1, 1, 0, 58413,
11179, 5873, 20.17171, -73.08001, 100, 2, 2, 0, 58413,58438,
11180, 5874, 15.44637, -72.28764, 100, 1, 1, 0, 58413,
11181, 5875, 15.99513, -73.46246, 100, 1, 1, 0, 58413,
11182, 5876, 12.67435, -72.3229, 100, 1, 1, 0, 58438,
11183, 5877, 11.51992, -73.47818, 100, 1, 1, 0, 58413,
11184, 5878, 85.26312, -55.07878, 100, 1, 1, 0, 58773,
11185, 5879, 76.81257, -56.80224, 100, 1, 1, 0, 58773,
11186, 5880, 74.50825, -58.20825, 100, 1, 1, 0, 58411,
11187, 5881, 78.32579, -58.41181, 100, 1, 1, 0, 58440,
11188, 5882, 78.93686, -59.99512, 100, 1, 1, 0, 58774,
11189, 5883, 68.45126, -59.81489, 100, 1, 1, 0, 58439,
11190, 5884, 71.85774, -60.00321, 100, 1, 1, 0, 58469,
11191, 5885, 76.56951, -61.58682, 100, 1, 1, 0, 58773,
11192, 5886, 73.0977, -61.53998, 100, 1, 1, 0, 58774,
11193, 5887, 85.85134, -63.28986, 100, 1, 1, 0, 58439,
11194, 5888, 89.95931, -63.28166, 100, 1, 1, 0, 58411,
11195, 5889, 93.92871, -63.33397, 100, 1, 1, 0, 58774,
11196, 5890, 69.96366, -63.35762, 100, 1, 1, 0, 58439,
11197, 5891, 65.9735, -63.29877, 100, 1, 1, 0, 58440,
11198, 5892, 109.03884, -64.96753, 100, 1, 1, 0, 58468,
11199, 5893, 111.31382, -69.83599, 100, 1, 1, 0, 58469,
11200, 5894, 81.51862, -71.56785, 100, 1, 1, 0, 58471,
11201, 5895, 103.9852, -71.44414, 100, 2, 1, 0, 58439,58440,
11202, 5896, 75.85606, -71.41397, 100, 2, 1, 0, 58411,58774,
11203, 5897, 110.22872, -71.53233, 100, 1, 1, 0, 58886,
11204, 5898, 115.57237, -71.47781, 100, 1, 1, 0, 58471,
11205, 5899, 69.99162, -71.50561, 100, 1, 1, 0, 58797,
11206, 5900, 64.19231, -71.56813, 100, 1, 1, 0, 58469,
11207, 5598, 9.4224, 38.7935, 210, 3, 3, 0, 58386,58389,58417,
11208, 5599, 38.515, 34.2336, 210, 3, 3, 0, 58441,58449,58500,
11209, 5600, 349.0891, 34.0609, 210, 3, 3, 0, 58382,58390,58421,
11210, 5601, 37.5406, 29.6546, 210, 3, 3, 0, 58391,58418,58438,
11211, 5602, 32.2878, 36.2827, 210, 3, 3, 0, 58448,58467,58476,
11212, 5603, 17.3665, 38.3108, 210, 3, 3, 0, 58392,58419,58440,
11213, 5604, 26.6015, 36.6638, 210, 3, 3, 0, 58443,58449,58733,
11214, 5605, 29.9311, 34.6749, 210, 3, 3, 0, 58768,58770,58773,
11215, 5606, 34.8974, 41.9316, 210, 3, 3, 0, 58386,58389,58418,
11216, 5607, 41.7968, 39.6311, 210, 3, 3, 0, 58391,58442,58446,
11217, 5608, 55.568, 32.3084, 210, 4, 3, 0, 58772,58821,58825,58855,
11218, 5609, 51.2746, 27.5989, 210, 3, 3, 0, 58441,58447,58501,
11219, 5610, 84.4587, 66.8757, 210, 3, 3, 0, 58384,58389,58420,
11220, 5612, 58.1615, 22.2487, 210, 3, 3, 0, 58441,58447,58477,
11221, 5613, 45.7503, 26.8972, 210, 3, 3, 0, 58385,58391,58420,
11222, 5614, 99.46, 68.987, 210, 3, 3, 0, 58390,58419,58439,
11223, 5615, 71.4445, 6.7888, 210, 3, 3, 0, 58390,58419,58424,
11224, 5818, 337.581, -17.3544, 100, 1, 1, 0, 58442,
11225, 5819, 340.107, -15.7387, 100, 1, 1, 0, 58419,
11226, 5820, 342.409, -13.9692, 100, 1, 1, 0, 58390,
11227, 5821, 333.447, -16.6859, 100, 2, 1, 0, 58385,58386,
11228, 5822, 335.914, -14.9916, 100, 1, 1, 0, 58418,
11229, 5823, 338.339, -13.342, 100, 2, 1, 0, 58443,58444,
11230, 5824, 343.026, -9.998, 100, 1, 1, 0, 58392,
11231, 5825, 331.761, -14.2838, 100, 1, 1, 0, 58767,
11232, 5826, 334.269, -12.6321, 100, 2, 1, 0, 58389,58391,
11233, 5827, 336.776, -10.9418, 100, 1, 1, 0, 58770,
11234, 5828, 339.12, -9.3509, 100, 1, 1, 0, 58773,
11235, 5829, 330.137, -11.885, 100, 1, 1, 0, 58764,
11236, 5830, 332.724, -10.4947, 100, 1, 1, 0, 58769,
11237, 5831, 335.05, -8.661, 100, 2, 1, 0, 58440,58441,
11238, 5832, 331.118, -7.9139, 100, 1, 1, 0, 58768,
11243, 5837, 262.276, -17.9114, 110, 1, 1, 0, 59009,
11244, 5838, 283.871, -21.6127, 100, 1, 1, 0, 58386,
11245, 5839, 293.052, -27.6795, 100, 2, 1, 0, 58621,58622,
11246, 5840, 289.024, -26.1329, 100, 1, 1, 0, 58389,
11247, 5841, 294.621, -23.9121, 100, 1, 1, 0, 58649,
11248, 5842, 290.757, -22.3662, 100, 3, 1, 0, 58611,58617,58618,
11249, 5843, 253.847, -21.8545, 110, 1, 1, 0, 58594,
11250, 5844, 254.096, -24.92, 110, 1, 1, 0, 58601,
11251, 5845, 254.501, -27.7817, 110, 1, 1, 0, 59030,
11252, 5846, 256.771, -21.5513, 110, 2, 1, 0, 58619,58629,
11253, 5847, 259.81, -21.1807, 110, 1, 1, 0, 58598,
11254, 5848, 262.805, -20.7427, 110, 1, 1, 0, 58621,
11255, 5849, 257.362, -24.482, 110, 1, 1, 0, 59038,
11256, 5850, 260.285, -24.0993, 110, 2, 1, 0, 58567,58570,
11258, 5852, 260.969, -26.8905, 110, 1, 1, 0, 58627,
11259, 5853, 263.364, -23.4044, 110, 1, 1, 0, 58622,
11260, 5854, 281.5216, -2.6091, 100, 3, 3, 0, 58626,58655,59004,
11261, 5855, 295.9764, 23.8904, 100, 3, 3, 0, 58384,58417,58653,
11262, 5856, 344.0722, 39.6896, 110, 3, 3, 0, 58384,58389,58417,
11263, 5856, 344.0722, 39.6896, 210, 3, 3, 0, 58385,58391,58420,
11264, 5857, 286.48, 38.9, 100, 14, 18, 0, 58618,58646,58731,58763,59003,59008,59029,59033,59038,59042,59058,59069,
11265, 5858, 297.94, 40.99, 110, 3, 3, 0, 58386,58618,58647,
11266, 5858, 297.94, 40.99, 210, 3, 3, 0, 58657,58731,58762,
11267, 5858, 297.94, 40.99, 310, 3, 3, 0, 58732,58764,59003,
11268, 5858, 297.94, 40.99, 410, 3, 3, 0, 58733,59004,59008,
11269, 5858, 297.94, 40.99, 510, 3, 3, 0, 59034,59039,59060,
11270, 5858, 297.94, 40.99, 610, 4, 3, 0, 59069,59146,59147,59154,
11271, 5859, 309.2451, 41.8705, 100, 1, 1, 0, 58389,
11272, 5859, 309.2451, 41.8705, 200, 1, 1, 0, 58390,
11273, 5859, 309.2451, 41.8705, 300, 1, 1, 0, 58418,
11274, 5859, 309.2451, 41.8705, 400, 2, 1, 0, 58643,58646,
11275, 5859, 309.2451, 41.8705, 500, 1, 1, 0, 58650,
11276, 5859, 309.2451, 41.8705, 600, 1, 1, 0, 58653,
11407, 5937, 92.8828, 4.91242, 100, 1, 1, 0, 59234,
11408, 5938, 96.32999, 5.3102, 100, 1, 1, 0, 58798,
11409, 5917, 306.65, 41.0101, 100, 3, 1, 0, 58625,58626,58627,
11410, 5917, 306.65, 41.0101, 200, 1, 1, 0, 58629,
11411, 5917, 306.65, 41.0101, 300, 2, 1, 0, 58647,58649,
11412, 5917, 306.65, 41.0101, 400, 2, 1, 0, 58654,58655,
11413, 5917, 306.65, 41.0101, 500, 1, 1, 0, 58656,
11414, 5917, 306.65, 41.0101, 600, 1, 1, 0, 58659,
11415, 5918, 305.6563, 38.5682, 100, 3, 1, 0, 58637,58642,58732,
11416, 5918, 305.6563, 38.5682, 200, 1, 1, 0, 58653,
11417, 5918, 305.6563, 38.5682, 300, 1, 1, 0, 58654,
11418, 5918, 305.6563, 38.5682, 400, 1, 1, 0, 58656,
11419, 5918, 305.6563, 38.5682, 500, 2, 1, 0, 58657,58658,
11420, 5918, 305.6563, 38.5682, 600, 1, 1, 0, 58659,
11421, 5921, 294.8534, 39.3055, 100, 5, 6, 0, 58439,58660,58733,58738,58766,
11424, 5923, 8.387851, 84.856648, 100, 6, 6, 0, 58419,58448,58472,58731,58738,58762,
11425, 5925, 52.6, 31.25, 100, 13, 12, 0, 58447,58527,58744,58773,58775,58791,58796,58803,58820,58828,58831,58850,59077,
11426, 5926, 74.0, 30.75, 110, 2, 1, 0, 58414,58417,
11427, 5926, 74.0, 30.75, 210, 2, 1, 0, 58438,58439,
11428, 5926, 74.0, 30.75, 310, 1, 1, 0, 58444,
11429, 5927, 68.25, 18.125, 110, 1, 1, 0, 58385,
11430, 5927, 68.25, 18.125, 210, 1, 1, 0, 58386,
11431, 5927, 68.25, 18.125, 310, 2, 1, 0, 58392,58421,
11432, 5928, 63.0589, 38.3965, 100, 2, 1, 0, 58383,58384,
11433, 5929, 65.7098, 39.9319, 100, 1, 1, 0, 58443,
11434, 5930, 63.3931, 35.7954, 100, 1, 1, 0, 58418,
11435, 5931, 68.6982, 38.7391, 100, 1, 1, 0, 58441,
11436, 5932, 66.1614, 37.2502, 100, 1, 1, 0, 58444,
11437, 5933, 68.8027, 35.9656, 100, 1, 1, 0, 58442,
11438, 5934, 66.3792, 34.5912, 100, 1, 1, 0, 58448,
11440, 5939, 98.20038, 4.27645, 100, 1, 1, 0, 58474,
11441, 5939, 98.20038, 4.27645, 200, 3, 3, 0, 58474,59201,59224,
11442, 5940, 85.90176, -70.07064, 100, 1, 1, 0, 58502,
11443, 5941, 81.78489, -70.98956, 100, 1, 1, 0, 58502,
11444, 5942, 77.20012, -71.5062, 100, 2, 1, 0, 58502,58503,
11445, 5901, 282.745, -27.9581, 100, 2, 1, 0, 58619,58627,
11446, 5902, 281.835, -25.1811, 100, 3, 1, 0, 58582,58587,58593,
11447, 5903, 284.954, -24.2294, 100, 2, 1, 0, 58620,58622,
11448, 5904, 280.926, -22.4851, 100, 4, 1, 0, 58575,58576,58577,58580,
11449, 5905, 286.989, -29.7019, 100, 1, 1, 0, 58659,
11450, 5906, 289.977, -28.7898, 100, 4, 1, 0, 58605,58608,58609,58610,
11451, 5907, 285.907, -27.0053, 100, 1, 1, 0, 58629,
11452, 5908, 287.768, -23.3179, 100, 2, 1, 0, 58657,59011,
11453, 5909, 286.73, -20.6213, 100, 2, 1, 0, 58650,58656,
11454, 5910, 282.918, -18.9558, 100, 3, 1, 0, 58601,58602,58604,
11455, 5911, 292.359, -18.6402, 100, 1, 1, 0, 58660,
11456, 5912, 285.82, -17.885, 100, 1, 1, 0, 58654,
11457, 5913, 337.475, -7.0094, 100, 2, 1, 0, 58731,58732,
11458, 5914, 339.655, -5.3792, 100, 1, 1, 0, 58772,
11459, 5915, 333.447, -6.1443, 100, 1, 1, 0, 58437,
11460, 5916, 335.708, -4.65, 100, 2, 1, 0, 58446,58447,
11461, 5920, 290.42446, 37.41002, 111, 3, 3, 0, 58628,58647,58655,
11462, 5920, 290.42446, 37.41002, 211, 3, 3, 0, 58649,58658,58732,
11463, 5920, 290.42446, 37.41002, 321, 3, 3, 0, 58733,58770,59031,
11464, 5920, 290.42446, 37.41002, 431, 3, 3, 0, 58772,59034,59039,
11465, 5922, 359.35, 56.7083, 110, 3, 3, 0, 58440,58447,58732,
11466, 5922, 359.35, 56.7083, 210, 4, 3, 0, 58733,58744,58766,58793,
11467, 5943, 352.775, -11.3733, 100, 1, 1, 0, 58769,
11468, 5944, 355.119, -9.6086, 100, 1, 1, 0, 58444,
11469, 5945, 357.462, -7.9725, 100, 1, 1, 0, 58446,
11470, 5946, 348.819, -10.714, 100, 1, 1, 0, 58744,
11471, 5947, 351.095, -9.0779, 100, 1, 1, 0, 58438,
11472, 5948, 353.438, -7.3092, 100, 1, 1, 0, 58442,
11473, 5949, 357.949, -3.9936, 100, 1, 1, 0, 58439,
11474, 5951, 349.371, -6.7786, 100, 1, 1, 0, 58437,
11475, 5953, 345.191, -6.1153, 100, 1, 1, 0, 58738,
11476, 5954, 347.602, -4.3915, 100, 2, 1, 0, 58745,58764,
11477, 5955, 349.945, -2.7997, 100, 1, 1, 0, 58441,
11478, 5956, 352.277, -1.0752, 100, 1, 1, 0, 58791,
11479, 5957, 345.922, -2.0922, 100, 1, 1, 0, 58438,
11480, 5958, 348.31, -0.4561, 100, 1, 1, 0, 58766,
11481, 5959, 350.608, 1.2242, 100, 2, 1, 0, 58772,58773,
11482, 5622, 95.7983, 54.715, 210, 3, 3, 0, 58440,58443,58467,
11483, 5619, 109.6257, 75.0171, 210, 5, 3, 0, 58443,58478,58499,58503,58508,
11484, 5620, 105.439, 68.674, 210, 3, 3, 0, 58443,58449,58472,
11485, 5635, 127.3059, 63.3917, 210, 6, 3, 0, 58444,58446,58450,58504,58507,58526,
11486, 5624, 95.1655, 74.3019, 210, 6, 3, 0, 58502,58531,58565,58800,58803,58804,
11487, 5639, 123.7856, 35.1722, 210, 3, 3, 0, 58531,58565,58836,
11488, 5632, 126.5145, 22.7869, 210, 3, 3, 0, 58538,58561,58565,
11489, 5960, 108.12186, -27.71059, 110, 3, 3, 0, 58481,58501,58509,
11490, 5960, 108.12186, -27.71059, 210, 3, 3, 0, 58768,58825,58860,
11491, 5960, 108.12186, -27.71059, 320, 3, 3, 0, 58861,58887,58891,
11492, 5475, 122.81875, -33.14427, 320, 3, 3, 0, 58861,58887,58890,
11493, 5475, 122.81875, -33.14427, 420, 3, 3, 0, 58862,58888,58891,
11494, 5477, 111.79851, -25.92839, 200, 3, 3, 0, 58800,58803,58826,
11495, 5476, 119.79518, -22.09431, 200, 3, 3, 0, 58594,58824,58862,
11496, 5961, 109.53114, -39.262, 110, 3, 3, 0, 58593,58825,58828,
11497, 5648, 151.12972, -55.56894, 320, 3, 3, 0, 58474,58479,58500,
11498, 5647, 144.36438, -60.26752, 210, 3, 3, 0, 58507,58563,58566,
11499, 5972, 108.82921, -58.2739, 100, 1, 1, 0, 58503,
11500, 5973, 108.20893, -60.08541, 100, 1, 1, 0, 58506,
11501, 5974, 103.30149, -61.65142, 100, 1, 1, 0, 58504,
11502, 5975, 114.78955, -61.70475, 100, 1, 1, 0, 58504,
11503, 5976, 109.81687, -63.37029, 100, 1, 1, 0, 58505,
11504, 5977, 114.20712, -63.30043, 100, 1, 1, 0, 58502,
11505, 5978, 104.96079, -64.81182, 100, 1, 1, 0, 58505,
11506, 5979, 111.98162, -68.15541, 100, 1, 1, 0, 58835,
11507, 5980, 100.58785, -69.8256, 100, 1, 1, 0, 58506,
11508, 5981, 95.07878, -69.78491, 100, 1, 1, 0, 58505,
11509, 5982, 89.96456, -69.86059, 100, 1, 1, 0, 58912,
11510, 5983, 84.57646, -69.85864, 100, 1, 1, 0, 58506,
11511, 5984, 68.54617, -68.17566, 100, 1, 1, 0, 58506,
11512, 5985, 105.79187, -69.71709, 100, 1, 1, 0, 58503,
11513, 5986, 79.4432, -69.84924, 100, 1, 1, 0, 58505,
11514, 5987, 74.19616, -69.84021, 100, 1, 1, 0, 58504,
11515, 5988, 98.6442, -71.52939, 100, 1, 1, 0, 58795,
11516, 5989, 92.57427, -71.44283, 100, 1, 1, 0, 58504,
11517, 5990, 87.50649, -71.51312, 100, 1, 1, 0, 58503,
11518, 5991, 69.0363, -69.94555, 100, 1, 1, 0, 58504,
11581, 5960, 108.12186, -27.71059, 420, 3, 3, 0, 58862,58888,58890,
11582, 5961, 109.53114, -39.262, 210, 3, 3, 0, 58826,58829,58859,
11583, 5992, 119.15645, -5.03137, 100, 3, 3, 0, 58476,58480,58507,
11584, 5993, 119.08105, -52.31095, 110, 3, 3, 0, 58475,58480,58501,
11585, 5993, 119.08105, -52.31095, 210, 3, 3, 0, 58476,58508,58566,
11586, 5694, 123.27237, -19.76361, 210, 3, 3, 0, 58508,58563,58566,
11587, 5694, 123.27237, -19.76361, 320, 3, 3, 0, 58509,58799,58802,
11588, 5694, 123.27237, -19.76361, 420, 3, 3, 0, 58801,58804,58827,
11589, 5695, 127.04904, -49.10192, 200, 3, 3, 0, 58800,58803,58826,
11590, 5994, 133.65132, -26.17088, 110, 3, 3, 0, 58804,58823,58859,
11591, 5994, 133.65132, -26.17088, 210, 3, 3, 0, 58805,58824,58889,
11592, 5962, 64.5, 29.2, 100, 4, 3, 0, 58499,58503,58744,58854,
11593, 5963, 83.5, -5.4, 100, 12, 12, 0, 58477,58496,58500,58532,58767,58769,58772,58775,58778,58797,58802,58805,
11594, 5964, 84.4, -7.1, 100, 14, 12, 0, 58497,58501,58504,58773,58779,58801,58804,58822,58828,58831,58835,58850,58853,58861,
11595, 5965, 354.013, -3.4187, 100, 3, 1, 0, 58663,58669,58762,
11600, 5967, 37.17, 61.4, 100, 1, 1, 0, 58467,
11601, 5967, 37.17, 61.4, 200, 1, 1, 0, 58501,
11602, 5967, 37.17, 61.4, 300, 2, 1, 0, 58733,58738,
11603, 5623, 100.6974, 46.7325, 210, 4, 3, 0, 58499,58503,58526,58775,
11604, 5630, 124.8985, 9.8058, 210, 3, 3, 0, 58501,58507,58527,
11605, 5640, 123.8614, 39.9415, 210, 3, 3, 0, 58478,58502,58507,
11606, 5638, 128.7874, 42.8731, 210, 3, 3, 0, 58532,58588,58592,
11607, -999, 331.82, 53.0, 100, 0, 1, 0, NOT,OBSERVED
11608, -999, 334.9, 54.8, 100, 0, 1, 0, NOT,OBSERVED
11609, -999, 334.1, 57.0, 100, 0, 1, 0, NOT,OBSERVED
11610, -999, 351.2, 59.7, 100, 0, 1, 0, NOT,OBSERVED
11611, -999, 25.7, 64.2, 100, 0, 1, 0, NOT,OBSERVED
11612, -999, 24.8, 60.6, 100, 0, 1, 0, NOT,OBSERVED
11613, -999, 31.25, 62.9, 100, 0, 1, 0, NOT,OBSERVED
11614, -999, 19.4, 63.85, 100, 0, 1, 0, NOT,OBSERVED
11615, -999, 34.1, 56.6, 100, 0, 1, 0, NOT,OBSERVED
11616, -999, 61.717, 54.8, 100, 0, 1, 0, NOT,OBSERVED
11617, -999, 95.2, 24.9, 100, 0, 1, 0, NOT,OBSERVED
11618, 5478, 11.0, 41.3, 210, 10, 10, 0, 58738,58744,58767,58772,58776,58779,58796,58801,58804,58823,
11619, 5478, 11.0, 41.3, 310, 10, 10, 0, 58745,58768,58772,58774,58778,58792,58793,58802,58824,58852,
11620, 5995, 160.86041, -59.62363, 100, 2, 2, 0, 58560,59180,
11621, 5996, 161.15234, -59.82986, 100, 2, 2, 0, 58560,58626,
11622, 5997, 161.63592, -59.83055, 100, 2, 2, 0, 58654,58883,
11623, 5790, 245.94194, -28.15228, 100, 1, 1, 0, 58884,
11624, 5791, 247.10623, -26.64004, 100, 1, 1, 0, 58598,
11627, 5999, 240.51565, -21.37962, 100, 1, 1, 0, 58565,
11628, 6000, 243.02506, -22.284, 100, 1, 1, 0, 58565,
11629, 6001, 240.09397, -18.80999, 100, 1, 1, 0, 58913,
11639, 6006, 170.0305, 17.4326, 100, 6, 6, 0, 58618,58828,58829,58854,58857,58861,
11640, 6005, 170.3706, 9.9099, 100, 8, 6, 0, 58476,58504,58510,58531,58540,58560,58563,58567,
11641, 6007, 169.5121, -11.8808, 100, 8, 6, 0, 58477,58500,58509,58512,58538,58566,58589,58590,
11642, 6009, 181.8472, 0.2, 100, 8, 6, 0, 58477,58504,58512,58539,58565,58568,58587,58590,
11643, 6008, 188.56, -0.2844, 100, 1, 1, 0, 58476,
11644, 6008, 188.56, -0.2844, 200, 5, 5, 0, 58507,58589,58594,58615,58856,
11645, 6010, 189.9204, -1.3413, 100, 6, 6, 0, 58510,58561,58566,58857,58862,58886,
11646, -999, 28.736, 0.154, 100, 0, 1, 0, NOT,OBSERVED
11647, -999, 57.58, 10.1, 100, 0, 1, 0, NOT,OBSERVED
11648, -999, 53.15, 41.75, 100, 0, 1, 0, NOT,OBSERVED
11706, 6011, 156.6172, 17.8815, 100, 3, 3, 0, 58508,58511,58539,
11707, 6011, 156.6172, 17.8815, 200, 3, 3, 0, 58510,58527,58560,
11708, 6012, 178.2441, 6.0668, 100, 2, 1, 0, 58531,58532,
11709, 6012, 178.2441, 6.0668, 200, 5, 5, 0, 58588,58594,58615,58619,58622,
11710, 6013, 219.9198, 20.8455, 100, 3, 3, 0, 58509,58538,58561,
11711, 6013, 219.9198, 20.8455, 200, 3, 3, 0, 58540,58562,58590,
11712, 6014, 216.6511, 28.747, 100, 4, 6, 0, 58560,58592,58619,58647,
11713, 6015, 210.3962, -8.9205, 100, 3, 3, 0, 58532,58536,58566,
11714, 6015, 210.3962, -8.9205, 200, 3, 3, 0, 58542,58650,58654,
11715, 6016, 221.9166, -0.3889, 100, 3, 3, 0, 58542,58567,58571,
11716, 6016, 221.9166, -0.3889, 200, 3, 3, 0, 58568,58589,59035,
11717, 6017, 263.38567, -39.21557, 111, 1, 1, 0, 58674,
11723, 6018, 256.55435, -26.46171, 111, 1, 1, 0, 58675,
11724, 6018, 256.55435, -26.46171, 211, 1, 1, 0, 58654,
11725, 6018, 256.55435, -26.46171, 311, 1, 1, 0, 58654,
11726, 6018, 256.55435, -26.46171, 421, 1, 1, 0, 58654,
11727, 6018, 256.55435, -26.46171, 521, 1, 1, 0, 58674,
11729, 5621, 112.9791, 59.548, 210, 3, 3, 0, 58532,58563,58776,
11730, 5616, 111.0985, 57.4534, 210, 3, 3, 0, 58532,58561,58564,
11731, 5631, 122.7296, 21.3639, 210, 3, 3, 0, 58566,58590,58594,
11732, 5633, 125.6449, 16.9631, 210, 3, 3, 0, 58561,58564,58589,
11733, 5637, 124.4484, 49.248, 210, 3, 3, 0, 58560,58563,58588,
11734, 6020, 202.93851, -33.70651, 110, 3, 3, 0, 58593,58616,58620,
11735, 6020, 202.93851, -33.70651, 210, 3, 3, 0, 58617,58621,58644,
11736, 6021, 185.03819, -22.81401, 110, 4, 3, 0, 58564,58592,58595,58616,
11737, 6021, 185.03819, -22.81401, 210, 3, 3, 0, 58565,58593,58597,
11738, 6022, 147.79496, -20.2257, 110, 3, 3, 0, 58561,58564,58590,
11739, 6022, 147.79496, -20.2257, 210, 3, 3, 0, 58562,58565,58591,
11740, 6023, 91.18948, -47.44571, 110, 3, 3, 0, 58561,58564,58590,
11741, 6023, 91.18948, -47.44571, 210, 3, 3, 0, 58562,58565,58591,
11742, 2644, 124.10721588134766, 39.087284088134766, 100, 1, 1, 0, 58543,
11743, 2652, 118.49188232421875, 13.448470115661621, 100, 1, 1, 0, 58544,
11744, 2653, 121.06574249267578, 15.790066719055176, 100, 2, 1, 0, 58539,58540,
11745, 2645, 128.88101196289062, 44.15711975097656, 100, 2, 1, 0, 58541,58542,
11746, 2657, 127.79859161376953, 30.115982055664062, 100, 2, 1, 0, 58548,58549,
11747, 2655, 129.70431518554688, 28.435731887817383, 100, 2, 1, 0, 58823,58874,
11748, 2661, 139.73779296875, 30.183795928955078, 100, 2, 1, 0, 58874,58923,
11749, 2662, 139.0858612060547, 31.9201602935791, 100, 3, 1, 0, 58866,58867,58872,
11750, 2648, 189.87985229492188, 40.51526641845703, 100, 3, 1, 0, 58548,58549,58567,
11751, 2660, 145.8864288330078, 35.48557662963867, 100, 2, 1, 0, 58566,58567,
11752, 2678, 143.41021728515625, 0.9574902653694153, 100, 5, 1, 0, 58839,58840,58841,58844,58848,
11753, 2681, 146.91961669921875, 2.8531618118286133, 100, 2, 1, 0, 58838,58923,
11754, 2676, 130.80174255371094, 1.4218668937683105, 100, 2, 1, 0, 58796,58811,
11755, 2663, 186.80856323242188, 42.751468658447266, 100, 3, 1, 0, 58569,58570,58572,
11757, 2691, 248.95358276367188, 26.11795997619629, 100, 2, 1, 0, 58580,58581,
11758, 2666, 202.42005920410156, 52.58040237426758, 100, 1, 1, 0, 58605,
11759, 2679, 145.92218017578125, 1.0406697988510132, 100, 2, 1, 0, 58898,58899,
11760, 2665, 191.97750854492188, 49.786720275878906, 100, 2, 1, 0, 58576,58577,
11761, 2670, 193.54542541503906, 53.412044525146484, 100, 1, 1, 0, 58578,
11762, 6024, 198.609, -13.3298, 100, 2, 1, 0, 58562,58618,
11763, 6025, 201.053, -16.5876, 100, 1, 1, 0, 58860,
11764, 6026, 201.472, -13.7018, 100, 2, 1, 0, 58589,58866,
11765, 6027, 201.961, -10.916, 100, 2, 1, 0, 58568,58569,
11767, 6029, 204.443, -14.1207, 100, 1, 1, 0, 58590,
11768, 6030, 204.583, -11.281, 100, 1, 1, 0, 58915,
11769, 6031, 206.987, -17.2858, 100, 1, 1, 0, 58646,
11770, 6032, 207.724, -11.7142, 100, 1, 1, 0, 58594,
11771, 6033, 210.278, -14.7227, 100, 1, 1, 0, 58567,
11772, 6034, 210.966, -9.148, 100, 2, 1, 0, 58587,58588,
11774, 6036, 200.6, -13.7, 100, 9, 9, 0, 58617,58621,58861,58867,58887,58894,58924,59003,59007,
11775, 6037, 204.3, -13.28, 100, 6, 9, 0, 58595,58622,58888,58914,58923,59008,
11776, 6038, 206.8, -8.5, 100, 3, 9, 0, 58569,58888,59008,
11777, 6039, 206.4, -5.5, 100, 10, 9, 0, 58588,58617,58621,58624,58649,58653,58886,58894,58918,58924,
11778, 6040, 100.9001, 10.4, 100, 11, 12, 0, 58777,58796,58801,58805,58852,58855,58861,58880,58887,58916,59160,
11779, 6041, 216.3724, -5.6575, 100, 4, 6, 0, 58618,58652,58887,58895,
11780, 6042, 130.027, 19.6596, 111, 3, 3, 0, 58592,58831,58837,
